Status	Gene_ID	Location	NR_blast_Eval	NR_hit	SP_blast_Eval	SP_hit
discard	CHS.45408	chr6:11929485-11932916:-	5e-30	CAE98892.1, unnamed protein product, partial [Homo sapiens]	1.62e-19	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
discard	CHS.45413	chr6:12229683-12249984:+	8e-34	EHH64647.1, hypothetical protein EGM_17921, partial [Macaca fascicularis]	8.42e-23	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
discard	CHS.45490	chr6:15188153-15190931:+	1e-50	AAM46782.1, hepatocellular carcinoma-associated antigen HCA25a [Homo sapiens]	-	-
discard	CHS.45567	chr6:19940155-19941187:+	4e-39	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.45801	chr6:28500025-28503108:-	5e-41	EAW57759.1, hCG2038827, partial [Homo sapiens]	-	-
non-coding	CHS.45849	chr6:29717709-29720274:+	3e-43	AAP34472.1, LP3428 [Homo sapiens]	-	-
non-coding	CHS.45908	chr6:30691912-30692361:-	2e-38	BAE89454.1, unnamed protein product [Macaca fascicularis]	-	-
non-coding	CHS.45928	chr6:30980724-30982215:+	1e-30	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	1.13e-21	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.45930	chr6:30992592-30993904:-	3e-44	AAP34472.1, LP3428 [Homo sapiens]	-	-
non-coding	CHS.45934	chr6:31065345-31068218:-	2e-42	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.45935	chr6:31068368-31070727:+	1e-26	CAD69816.1, unnamed protein product [Homo sapiens]	9.48e-23	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
non-coding	CHS.45945	chr6:31192157-31193108:+	1e-24	CAE92120.1, unnamed protein product [Homo sapiens]	-	-
discard	CHS.46361	chr6:42195362-42203936:-	3e-34	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	1.11e-25	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.46364	chr6:42198697-42206754:+	3e-38	EHH20863.1, hypothetical protein EGK_03802, partial [Macaca mulatta]	8.94e-34	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.46411	chr6:43425344-43426706:+	1e-38	AAP34472.1, LP3428 [Homo sapiens]	-	-
coding	CHS.46443	chr6:44090785-44105440:-	1e-43	ABB90708.1, unknown [Homo sapiens]	-	-
non-coding	CHS.46444	chr6:44090790-44102774:+	4e-19	CAF17724.1, unnamed protein product, partial [Homo sapiens]	-	-
coding	CHS.46516	chr6:47850620-47852042:+	1e-45	CAF15866.1, unnamed protein product, partial [Homo sapiens]	-	-
coding	CHS.46556	chr6:52209996-52213904:+	1e-58	BAK63142.1, hypothetical protein [Pan troglodytes]	-	-
non-coding	CHS.46577	chr6:52815288-52827278:+	1e-39	AAP34472.1, LP3428 [Homo sapiens]	-	-
non-coding	CHS.4661	chr1:223204114-223218691:+	7e-25	BAB70813.1, unnamed protein product [Homo sapiens]	-	-
non-coding	CHS.46756	chr6:73590922-73591598:+	2e-55	EHH66747.1, hypothetical protein EGM_03796, partial [Macaca fascicularis]	1.55e-24	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
coding	CHS.46799	chr6:79078610-79151532:+	3e-34	EAW48716.1, hCG2032059 [Homo sapiens]	-	-
coding	CHS.46818	chr6:80079391-80084769:-	9e-40	CAF17400.1, unnamed protein product, partial [Homo sapiens]	-	-
discard	CHS.46916	chr6:87734948-87742282:-	4e-43	AAP34472.1, LP3428 [Homo sapiens]	-	-
coding	CHS.4698	chr1:224858357-224860217:-	9e-52	CAF17389.1, unnamed protein product, partial [Homo sapiens]	-	-
non-coding	CHS.47035	chr6:98959043-99007986:+	3e-22	EHH24659.1, hypothetical protein EGK_08355, partial [Macaca mulatta]	-	-
non-coding	CHS.47077	chr6:105188033-105223321:-	5e-37	XP_008977846.2, PREDICTED: LOW QUALITY PROTEIN: protein GVQW1 [Callithrix jacchus]	4.38e-23	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
non-coding	CHS.47114	chr6:106848622-106872287:-	7e-34	EHH14529.1, hypothetical protein EGK_00471, partial [Macaca mulatta]	1.14e-25	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
discard	CHS.47127	chr6:107672838-107683464:+	2e-18	EHH61346.1, hypothetical protein EGM_19342, partial [Macaca fascicularis]	8.77e-16	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
discard	CHS.47138	chr6:108261341-108271238:+	2e-39	EAW51232.1, hCG1820357 [Homo sapiens]	-	-
non-coding	CHS.4720	chr1:226005212-226058170:+	3e-29	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	5.27e-24	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.47228	chr6:112508333-112528323:-	2e-41	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.4723	chr1:226072137-226075511:+	1e-30	EHH16588.1, hypothetical protein EGK_11888, partial [Macaca mulatta]	1.02e-29	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.47237	chr6:113083915-113091198:-	1e-39	EHH18371.1, hypothetical protein EGK_14950, partial [Macaca mulatta]	1.94e-30	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1
coding	CHS.4725	chr1:226093852-226105555:+	2e-18	CAF00903.1, unnamed protein product, partial [Homo sapiens]	-	-
non-coding	CHS.4726	chr1:226112025-226115946:+	5e-82	AAK21305.1, FKSG52 [Homo sapiens]	-	-
non-coding	CHS.4727	chr1:226112294-226115991:-	5e-44	AAP34472.1, LP3428 [Homo sapiens]	-	-
non-coding	CHS.4733	chr1:226138962-226142697:+	4e-27	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	1.94e-20	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
non-coding	CHS.47373	chr6:122847704-122850303:-	6e-51	AAM46782.1, hepatocellular carcinoma-associated antigen HCA25a [Homo sapiens]	-	-
non-coding	CHS.47397	chr6:125777205-125778007:+	3e-18	EHH15138.1, hypothetical protein EGK_01187, partial [Macaca mulatta]	-	-
non-coding	CHS.47513	chr6:133898738-133901816:+	2e-29	CAE98892.1, unnamed protein product, partial [Homo sapiens]	8.73e-17	sp|E7EU14|PP5D1_HUMAN, Protein PPP5D1 OS=Homo sapiens GN=PPP5D1 PE=2 SV=2
non-coding	CHS.47566	chr6:136336679-136339440:+	1e-33	XP_010341849.1, PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC101031272 [Saimiri boliviensis boliviensis]	2.03e-22	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.47576	chr6:136965368-136971840:-	2e-35	EHH60270.1, hypothetical protein EGM_11598, partial [Macaca fascicularis]	1.01e-28	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.47699	chr6:143413737-143422767:-	7e-37	EHH60697.1, hypothetical protein EGM_18538, partial [Macaca fascicularis]	2.32e-28	sp|Q6B4Z3|UTY_PANTR, Histone demethylase UTY OS=Pan troglodytes GN=UTY PE=2 SV=1
non-coding	CHS.47824	chr6:151391720-151403495:+	9e-30	EHH59362.1, hypothetical protein EGM_09449, partial [Macaca fascicularis]	5.12e-24	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
non-coding	CHS.47825	chr6:151391730-151404046:-	5e-25	XP_017715572.1, PREDICTED: putative uncharacterized protein encoded by LINC00269, partial [Rhinopithecus bieti]	7.79e-21	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
discard	CHS.47828	chr6:151474433-151478518:+	2e-23	EHH14291.1, hypothetical protein EGK_00186, partial [Macaca mulatta]	-	-
non-coding	CHS.47899	chr6:157234242-157235955:+	7e-20	EHH21360.1, hypothetical protein EGK_04398, partial [Macaca mulatta]	1.19e-18	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
coding	CHS.47905	chr6:157374049-157381088:-	0.0	BAC86228.1, unnamed protein product [Homo sapiens]	-	-
discard	CHS.47922	chr6:158207402-158231968:+	5e-34	EAW68953.1, hCG1814039, partial [Homo sapiens]	1.84e-33	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.47935	chr6:158861174-158863049:-	8e-27	EAW99473.1, hCG2038249, partial [Homo sapiens]	-	-
discard	CHS.47956	chr6:159619695-159630749:-	3e-28	CAE98892.1, unnamed protein product, partial [Homo sapiens]	1.27e-16	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1
discard	CHS.47957	chr6:159635275-159641761:-	1e-30	EHH66749.1, hypothetical protein EGM_03798, partial [Macaca fascicularis]	1.00e-20	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
coding	CHS.47994	chr6:161274962-161315245:-	2e-74	BAC85768.1, unnamed protein product [Homo sapiens]	-	-
non-coding	CHS.48062	chr6:166284049-166294164:+	5e-32	EHH54194.1, hypothetical protein EGM_14979, partial [Macaca fascicularis]	8.39e-26	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.48137	chr6:168375569-168384900:-	2e-20	EAW68204.1, hCG2033532 [Homo sapiens]	-	-
discard	CHS.4818	chr1:228892926-228948703:-	3e-23	EHH56016.1, hypothetical protein EGM_05345, partial [Macaca fascicularis]	-	-
coding	CHS.48185	chr6:170088077-170093403:+	4e-174	XP_016885868.1, PREDICTED: uncharacterized protein LOC107987509 [Homo sapiens]	-	-
coding	CHS.48186	chr6:170135612-170144217:+	3e-25	XP_017449984.1, PREDICTED: endochitinase A1-like [Rattus norvegicus]	-	-
coding	CHS.48187	chr6:170137288-170140270:-	5e-18	XP_011230631.1, PREDICTED: protein ripply2 [Ailuropoda melanoleuca]	-	-
discard	CHS.48206	chr6:170421590-170423930:-	6e-28	CAF16051.2, unnamed protein product, partial [Homo sapiens]	1.70e-17	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
non-coding	CHS.48286	chr6_GL000250v2_alt:2398036-2400742:-	2e-42	AAP34472.1, LP3428 [Homo sapiens]	-	-
non-coding	CHS.48442	chr6_GL000251v2_alt:2547829-2550617:-	9e-42	AAP34472.1, LP3428 [Homo sapiens]	-	-
non-coding	CHS.48443	chr6_GL000251v2_alt:2550677-2554463:+	1e-26	CAD69816.1, unnamed protein product [Homo sapiens]	1.10e-22	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.48505	chr6_GL000251v2_alt:3330121-3331751:-	6e-25	AAM46782.1, hepatocellular carcinoma-associated antigen HCA25a [Homo sapiens]	-	-
discard	CHS.48929	chr6_GL000253v2_alt:3158223-3161913:-	6e-25	AAM46782.1, hepatocellular carcinoma-associated antigen HCA25a [Homo sapiens]	-	-
coding	CHS.49032	chr6_GL000254v2_alt:1495025-1495674:+	7e-62	EAX03267.1, hCG2005032 [Homo sapiens]	-	-
discard	CHS.49118	chr6_GL000254v2_alt:3194655-3198767:-	6e-25	AAM46782.1, hepatocellular carcinoma-associated antigen HCA25a [Homo sapiens]	-	-
discard	CHS.4917	chr1:233535897-233547708:+	1e-36	EAW64637.1, hCG2039009, partial [Homo sapiens]	8.10e-28	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
non-coding	CHS.49280	chr6_GL000255v2_alt:2324288-2326226:-	6e-42	AAP34472.1, LP3428 [Homo sapiens]	-	-
non-coding	CHS.49289	chr6_GL000255v2_alt:2450072-2451509:+	1e-24	CAE92120.1, unnamed protein product [Homo sapiens]	-	-
coding	CHS.49460	chr6_GL000256v2_alt:1449856-1450524:+	7e-62	EAX03267.1, hCG2005032 [Homo sapiens]	-	-
non-coding	CHS.49492	chr6_GL000256v2_alt:2369196-2371642:-	2e-41	AAP34472.1, LP3428 [Homo sapiens]	-	-
non-coding	CHS.49493	chr6_GL000256v2_alt:2371722-2374138:+	4e-23	EHH60270.1, hypothetical protein EGM_11598, partial [Macaca fascicularis]	2.07e-20	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.49664	chr7:269445-271971:+	1e-20	EHH18371.1, hypothetical protein EGK_14950, partial [Macaca mulatta]	1.09e-16	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
coding	CHS.49667	chr7:333710-341884:+	1e-21	CAD70031.1, unnamed protein product [Homo sapiens]	-	-
non-coding	CHS.49698	chr7:1139385-1148226:-	5e-41	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.49699	chr7:1139394-1146407:+	1e-83	AAK08107.1, FKSG62 [Homo sapiens]	-	-
non-coding	CHS.49700	chr7:1146606-1148239:+	5e-63	EAW57759.1, hCG2038827, partial [Homo sapiens]	-	-
discard	CHS.49743	chr7:2448999-2464086:+	6e-62	EAW87247.1, hCG1998994, partial [Homo sapiens]	-	-
discard	CHS.49744	chr7:2450179-2452547:+	4e-19	EHH18371.1, hypothetical protein EGK_14950, partial [Macaca mulatta]	-	-
discard	CHS.49745	chr7:2452990-2456745:+	2e-17	EHH27424.1, hypothetical protein EGK_17617, partial [Macaca mulatta]	1.26e-16	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1
non-coding	CHS.49747	chr7:2476900-2484302:+	3e-42	EHH50883.1, hypothetical protein EGM_01778, partial [Macaca fascicularis]	2.08e-36	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
non-coding	CHS.49753	chr7:2533377-2537772:+	2e-84	AAK08107.1, FKSG62 [Homo sapiens]	-	-
non-coding	CHS.49754	chr7:2533446-2537395:-	5e-44	AAP34472.1, LP3428 [Homo sapiens]	-	-
non-coding	CHS.49776	chr7:3202590-3221575:-	6e-23	EHH57996.1, hypothetical protein EGM_07753, partial [Macaca fascicularis]	-	-
non-coding	CHS.49781	chr7:4434296-4482342:+	3e-32	EHH60270.1, hypothetical protein EGM_11598, partial [Macaca fascicularis]	3.62e-31	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1
non-coding	CHS.49787	chr7:4629530-4633456:+	1e-46	EHH20863.1, hypothetical protein EGK_03802, partial [Macaca mulatta]	2.67e-42	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.49803	chr7:5149746-5155472:+	7e-17	AAX18642.1, cell growth-inhibiting protein 48b [Homo sapiens]	-	-
discard	CHS.49825	chr7:5781799-5790133:+	2e-30	EHH22620.1, hypothetical protein EGK_05928, partial [Macaca mulatta]	5.93e-31	sp|A0A096LPI5|GVQW2_HUMAN, Protein GVQW2 OS=Homo sapiens GN=GVQW2 PE=4 SV=1
discard	CHS.49845	chr7:6373235-6374175:+	4e-24	EHH55734.1, hypothetical protein EGM_04997, partial [Macaca fascicularis]	5.15e-24	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
non-coding	CHS.49851	chr7:6491830-6495696:+	9e-46	EHH20863.1, hypothetical protein EGK_03802, partial [Macaca mulatta]	3.13e-33	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
discard	CHS.4997	chr1:235346997-235359925:-	4e-45	EHH66747.1, hypothetical protein EGM_03796, partial [Macaca fascicularis]	2.80e-21	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
non-coding	CHS.50039	chr7:20288370-20288678:-	2e-31	EHH29075.1, hypothetical protein EGK_09403, partial [Macaca mulatta]	7.30e-27	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
coding	CHS.50308	chr7:32838959-32844560:+	1e-35	EAW93999.1, hCG2010098 [Homo sapiens]	-	-
discard	CHS.50327	chr7:33831622-33834051:+	9e-32	EHH60697.1, hypothetical protein EGM_18538, partial [Macaca fascicularis]	2.19e-24	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
non-coding	CHS.50374	chr7:36838119-36838675:+	2e-28	EAW48014.1, hCG2030582 [Homo sapiens]	-	-
non-coding	CHS.50516	chr7:44575835-44577877:+	3e-32	XP_016791645.1, PREDICTED: carcinoembryonic antigen-related cell adhesion molecule 19 isoform X6 [Pan troglodytes]	5.90e-21	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
non-coding	CHS.5063	chr1:241481739-241496133:+	1e-33	EHH54354.1, hypothetical protein EGM_15176, partial [Macaca fascicularis]	7.12e-27	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
discard	CHS.50644	chr7:54621689-54654249:+	1e-26	EHH64951.1, hypothetical protein EGM_18285, partial [Macaca fascicularis]	9.70e-20	sp|Q6B4Z3|UTY_PANTR, Histone demethylase UTY OS=Pan troglodytes GN=UTY PE=2 SV=1
coding	CHS.50645	chr7:54676151-54679445:+	4e-40	AAB61715.1, unknown [Homo sapiens]	3.03e-36	sp|Q96MW7|TIGD1_HUMAN, Tigger transposable element-derived protein 1 OS=Homo sapiens GN=TIGD1 PE=1 SV=1
discard	CHS.50679	chr7:56150872-56153377:+	2e-42	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.50708	chr7:57663367-57669239:+	6e-22	EAW91517.1, hCG1820395 [Homo sapiens]	-	-
discard	CHS.50733	chr7:63867603-63875584:+	6e-35	AAP34472.1, LP3428 [Homo sapiens]	-	-
non-coding	CHS.50749	chr7:64492176-64496654:+	3e-18	EHH18929.1, hypothetical protein EGK_19508, partial [Macaca mulatta]	-	-
non-coding	CHS.50778	chr7:65816762-65828006:+	2e-24	BAG57183.1, unnamed protein product [Homo sapiens]	2.25e-23	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.50809	chr7:67240225-67249038:+	2e-28	EHH63176.1, hypothetical protein EGM_16090, partial [Macaca fascicularis]	3.19e-20	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.50810	chr7:67243782-67250341:+	2e-38	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	5.27e-16	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
discard	CHS.50815	chr7:67340495-67345313:-	3e-32	EHH20863.1, hypothetical protein EGK_03802, partial [Macaca mulatta]	4.42e-27	sp|Q8N976|YG039_HUMAN, Putative uncharacterized protein FLJ38264 OS=Homo sapiens PE=5 SV=1
non-coding	CHS.50817	chr7:67361803-67522131:+	3e-26	EAW78227.1, hCG1811714 [Homo sapiens]	-	-
non-coding	CHS.50823	chr7:68677469-68678806:-	1e-16	CAE90200.1, unnamed protein product [Homo sapiens]	-	-
discard	CHS.5083	chr1:242676203-242683251:-	2e-31	BAC41742.1, hypothetical protein [Macaca fascicularis]	2.29e-22	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.50836	chr7:70927201-70931646:+	1e-31	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	2.05e-24	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
coding	CHS.50844	chr7:72871429-72874057:-	5e-54	CCQ43957.1, alternative protein LOC442572 [Homo sapiens]	-	-
non-coding	CHS.50857	chr7:73111991-73129086:-	6e-40	CAD69516.1, unnamed protein product [Homo sapiens]	4.93e-34	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.50858	chr7:73114596-73127577:+	4e-26	CAE91527.1, unnamed protein product [Homo sapiens]	1.98e-18	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1
non-coding	CHS.50859	chr7:73137949-73139145:+	3e-40	XP_016809897.1, PREDICTED: zinc finger protein 454 isoform X2 [Pan troglodytes]	2.21e-25	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
non-coding	CHS.50862	chr7:73281719-73283865:-	2e-37	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.50873	chr7:73523599-73534522:+	1e-49	EHH64004.1, hypothetical protein EGM_17106, partial [Macaca fascicularis]	1.96e-38	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
non-coding	CHS.50874	chr7:73527280-73528139:-	7e-26	CAF14822.1, unnamed protein product, partial [Homo sapiens]	-	-
discard	CHS.50882	chr7:73674466-73682326:+	2e-28	EAW97718.1, 5'-nucleotidase domain containing 3, isoform CRA_d [Homo sapiens]	-	-
discard	CHS.50891	chr7:73741328-73757466:+	3e-53	EHH65544.1, hypothetical protein EGM_02322, partial [Macaca fascicularis]	1.11e-16	sp|Q6B4Z3|UTY_PANTR, Histone demethylase UTY OS=Pan troglodytes GN=UTY PE=2 SV=1
discard	CHS.50911	chr7:74274387-74280035:-	5e-32	EHH20263.1, hypothetical protein EGK_03078, partial [Macaca mulatta]	2.87e-19	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
non-coding	CHS.50931	chr7:74851985-74881919:+	3e-28	AAG35515.1, PRO2550 [Homo sapiens]	7.71e-20	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
non-coding	CHS.50932	chr7:74862970-74878751:-	9e-23	EHH14291.1, hypothetical protein EGK_00186, partial [Macaca mulatta]	1.98e-19	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
non-coding	CHS.50935	chr7:74926017-74937796:+	1e-27	EAW95069.1, hCG1818479 [Homo sapiens]	4.28e-23	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1
discard	CHS.50936	chr7:74926967-74935232:-	6e-40	CAD69516.1, unnamed protein product [Homo sapiens]	4.93e-34	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.50946	chr7:75237741-75242172:+	4e-30	EHH22620.1, hypothetical protein EGK_05928, partial [Macaca mulatta]	1.54e-23	sp|A0A096LPI5|GVQW2_HUMAN, Protein GVQW2 OS=Homo sapiens GN=GVQW2 PE=4 SV=1
