Status	Transcript_ID	Gene_ID	Location	Transcript_Length	No_of_exons	No_of_samples	Average_TPM	Maximum_TPM	NR_Eval	NR_hit	SP_Eval	SP_hit	CDD_Eval	Pfam_Eval	CDSlen	CDSreps	CDSrepeatcov	ALU_cdcov	LINE_cdcov	GencodeCall
discard	CHS.42522.1	CHS.42522	chr5:31081183-31087175:-	475	2	4	1.35936825	1.838607	3e-18	EAW54808.1, hCG2038449, partial [Homo sapiens]	-	-	-	-	264	SINE|Alu:214	81.1	81.1	0	SINE/Alu
coding	CHS.16693.3	CHS.16693	chr15:20300382-20332669:+	8222	3	15	5.31140413333333	13.332597	5e-37	EAW59499.1, hCG2038561, partial [Homo sapiens]	-	-	-	-	-	-	-	-	-	SINE/MIR
coding	CHS.16693.5	CHS.16693	chr15:20300383-20332669:+	8225	3	11	3.22982427272727	4.964479	5e-37	EAW59499.1, hCG2038561, partial [Homo sapiens]	-	-	-	-	-	-	-	-	-	SINE/MIR
coding	CHS.16693.10	CHS.16693	chr15:20324163-20332683:+	8359	2	18	1.63501105555556	3.743943	5e-37	EAW59499.1, hCG2038561, partial [Homo sapiens]	-	-	-	-	-	-	-	-	-	SINE/MIR
coding	CHS.16693.8	CHS.16693	chr15:20324105-20332664:+	8394	2	13	1.82966392307692	2.414902	5e-37	EAW59499.1, hCG2038561, partial [Homo sapiens]	-	-	-	-	-	-	-	-	-	SINE/MIR
discard	CHS.9429.1	CHS.9429	chr11:72287691-72291972:-	4233	2	1	2.023923	2.023923	4e-28	EAW65432.1, hCG2038442, partial [Homo sapiens]	-	-	-	-	246	SINE|Alu:224	91.1	91.1	0	SINE/Alu
discard	CHS.4415.2	CHS.4415	chr1:209442517-209444409:-	601	2	1	2.056874	2.056874	4e-29	EHH16997.1, hypothetical protein EGK_13278, partial [Macaca mulatta]	8.08e-19	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	195	SINE|Alu:195	100.0	100.0	0	SINE/Alu
coding	CHS.35058.1	CHS.35058	chr21:46667389-46668919:+	1357	2	17	1.17356188235294	2.004509	7e-99	EAX09257.1, hCG2040419 [Homo sapiens]	-	-	-	-	-	-	-	-	-	-
non-coding	CHS.49493.1	CHS.49493	chr6_GL000256v2_alt:2371722-2374138:+	2417	1	103	4.96756474757281	29.776083	4e-23	EHH60270.1, hypothetical protein EGM_11598, partial [Macaca fascicularis]	2.07e-20	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	336	SINE|Alu:239	71.1	71.1	0	SINE/Alu
non-coding	CHS.54101.4	CHS.54101	chr8:101315703-101321262:+	3556	3	12	1.64320675	2.696088	8e-33	CAE91527.1, unnamed protein product [Homo sapiens]	2.59e-18	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	381	SINE|Alu:297	78.0	78.0	0	SINE/Alu
non-coding	CHS.54101.3	CHS.54101	chr8:101315386-101321362:+	3350	4	10	1.4940012	2.869577	8e-33	CAE91527.1, unnamed protein product [Homo sapiens]	2.59e-18	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	381	SINE|Alu:297	78.0	78.0	0	SINE/Alu
non-coding	CHS.53124.1	CHS.53124	chr8:30361480-30371210:-	9629	2	23	1.54241730434783	3.830585	4e-45	AAG35515.1, PRO2550 [Homo sapiens]	2.23e-31	sp|Q6B4Z3|UTY_PANTR, Histone demethylase UTY OS=Pan troglodytes GN=UTY PE=2 SV=1	-	-	390	SINE|Alu:303,DNA|TcMar-Tigger:36	86.9	77.7	0	SINE/Alu;DNA/TcMar-Tigger
discard	CHS.4038.1	CHS.4038	chr1:192955836-192966208:+	4458	2	1	1.250704	1.250704	4e-19	XP_012358326.1, PREDICTED: zinc finger protein 714-like [Nomascus leucogenys]	-	-	-	-	261	SINE|Alu:161	61.7	61.7	0	SINE/Alu
discard	CHS.42598.1	CHS.42598	chr5:35592888-35608650:-	3034	2	1	1.052714	1.052714	5e-41	EHH60270.1, hypothetical protein EGM_11598, partial [Macaca fascicularis]	3.25e-34	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	390	SINE|Alu:305	78.2	78.2	0	SINE/Alu
discard	CHS.44864.1	CHS.44864	chr5:177323850-177326539:-	1546	2	2	0.892792	1.557299	2e-33	EHH64647.1, hypothetical protein EGM_17921, partial [Macaca fascicularis]	3.10e-26	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2	-	-	270	SINE|Alu:267	98.9	98.9	0	SINE/Alu
discard	CHS.35533.1	CHS.35533	chr22:29324784-29326612:-	462	2	1	1.597064	1.597064	7e-32	BAE91654.1, unnamed protein product [Macaca fascicularis]	1.29e-22	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	312	SINE|Alu:290	92.9	92.9	0	SINE/Alu
non-coding	CHS.35396.3	CHS.35396	chr22:24211013-24218963:-	3058	2	149	2.504792	11.757692	5e-35	CAD69798.1, unnamed protein product [Homo sapiens]	2.83e-17	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	465	SINE|Alu:448	96.3	96.3	0	SINE/Alu
non-coding	CHS.35396.1	CHS.35396	chr22:24210947-24217807:-	1964	2	15	2.19130753333333	3.948505	5e-35	CAD69798.1, unnamed protein product [Homo sapiens]	1.48e-16	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	453	SINE|Alu:436	96.2	96.2	0	SINE/Alu
non-coding	CHS.38327.3	CHS.38327	chr3:129198475-129203358:+	4884	1	6724	2.0247883866746	21.232658	1e-34	BAH12795.1, unnamed protein product [Homo sapiens]	7.79e-22	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	351	DNA|hAT-Charlie:44,SINE|Alu:259	86.3	73.8	0	SINE/Alu;DNA/hAT-Charlie
discard	CHS.25377.1	CHS.25377	chr19:4243127-4245600:+	500	2	1	1.642717	1.642717	9e-40	EHH20263.1, hypothetical protein EGK_03078, partial [Macaca mulatta]	1.63e-17	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	423	SINE|Alu:417	98.6	98.6	0	SINE/Alu
discard	CHS.30987.1	CHS.30987	chr2:142822232-142846527:+	24272	2	1	1.573756	1.573756	2e-22	EHH54758.1, hypothetical protein EGM_15654, partial [Macaca fascicularis]	7.84e-17	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2	-	-	321	Simple_repeat:43,SINE|Alu:243	89.1	75.7	0	SINE/Alu;Simple_repeat
discard	CHS.12964.1	CHS.12964	chr12:120283365-120286647:-	1414	2	2	1.0828255	1.837175	3e-25	CAE98892.1, unnamed protein product, partial [Homo sapiens]	1.19e-17	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1	-	-	276	SINE|Alu:239,SINE|MIR:37	100.0	86.6	0	SINE/Alu;SINE/MIR
coding	CHS.5966.1	CHS.5966	chr10:38349478-38350565:+	1088	1	810	10.5330194012346	52.922619	5e-41	AAX11427.1, cell migration-inducing protein 20 [Homo sapiens]	-	-	-	-	-	-	-	-	-	Simple_repeat
coding	CHS.5966.2	CHS.5966	chr10:38349585-38351376:+	1792	1	154	10.4468162792208	51.079067	5e-41	AAX11427.1, cell migration-inducing protein 20 [Homo sapiens]	-	-	-	-	-	-	-	-	-	Simple_repeat
coding	CHS.10342.1	CHS.10342	chr11:125436730-125443343:-	3102	2	1	2.274479	2.274479	3e-80	EAW67635.1, hCG2032746 [Homo sapiens]	-	-	-	-	-	-	-	-	-	-
coding	CHS.52402.1	CHS.52402	chr7:157430527-157440338:+	3380	4	1	1.024372	1.024372	8e-32	XP_011728234.1, PREDICTED: leucine-rich repeat extensin-like protein 5 [Macaca nemestrina]	-	-	-	0.00053	813	SINE|Alu:32	3.9	3.9	0	SINE/Alu
non-coding	CHS.52984.1	CHS.52984	chr8:23580879-23582853:+	1975	1	107	1.82130589719626	17.197538	6e-37	EHH21096.1, hypothetical protein EGK_04085, partial [Macaca mulatta]	1.27e-33	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	267	SINE|Alu:239	89.5	89.5	0	SINE/Alu
coding	CHS.20828.2	CHS.20828	chr16_KI270853v1_alt:775435-778492:-	1719	3	3	18.9721006666667	31.010862	4e-35	XP_016802200.1, PREDICTED: LOW QUALITY PROTEIN: nodal modulator 1 [Pan troglodytes]	9.59e-35	sp|Q15155|NOMO1_HUMAN, Nodal modulator 1 OS=Homo sapiens GN=NOMO1 PE=1 SV=5	-	-	-	-	-	-	-	-
coding	CHS.20828.1	CHS.20828	chr16_KI270853v1_alt:775435-776974:-	1162	2	3	11.172173	18.058092	-	-	-	-	-	-	-	-	-	-	-	-
non-coding	CHS.23153.1	CHS.23153	chr17:73272740-73283515:-	2079	2	26	1.77091492307692	5.851061	7e-46	CAD69516.1, unnamed protein product [Homo sapiens]	3.99e-42	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	387	SINE|Alu:329	85.0	85.0	0	SINE/Alu
non-coding	CHS.50963.1	CHS.50963	chr7:75826457-75828681:-	2126	2	16	1.3219214375	2.565904	1e-32	EHH20263.1, hypothetical protein EGK_03078, partial [Macaca mulatta]	8.30e-27	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	321	SINE|Alu:321	100.0	100.0	0	SINE/Alu
coding	CHS.47994.3	CHS.47994	chr6:161296771-161315245:-	16031	2	43	2.15849641860465	4.755409	2e-74	BAC85768.1, unnamed protein product [Homo sapiens]	-	-	-	-	-	-	-	-	-	SINE/MIR
coding	CHS.47994.4	CHS.47994	chr6:161296771-161315245:-	11661	2	15	2.09784306666667	4.176972	4e-30	EAW62946.1, hCG2038800, partial [Homo sapiens]	-	-	-	-	-	-	-	-	-	SINE/MIR
non-coding	CHS.26814.2	CHS.26814	chr19:41819643-41824486:+	4844	1	317	1.9652706466877	22.914618	5e-32	BAD18412.1, unnamed protein product [Homo sapiens]	1.69e-27	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	387	SINE|Alu:377	97.4	97.4	0	SINE/Alu
non-coding	CHS.26814.1	CHS.26814	chr19:41819418-41821829:+	2412	1	103	1.4458580776699	25.052399	5e-32	BAD18412.1, unnamed protein product [Homo sapiens]	1.69e-27	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	387	SINE|Alu:377	97.4	97.4	0	SINE/Alu
non-coding	CHS.15846.1	CHS.15846	chr14:70712116-70718482:-	3551	2	37	1.50468481081081	3.010163	2e-26	EHH64557.1, hypothetical protein EGM_17802, partial [Macaca fascicularis]	4.95e-25	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	246	DNA|hAT-Charlie:27,SINE|Alu:198	91.5	80.5	0	SINE/Alu;DNA/hAT-Charlie
discard	CHS.46411.1	CHS.46411	chr6:43425344-43426706:+	1241	2	2	0.718502	1.055642	1e-38	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	204	Retroposon|SVA:204	100.0	100.0	0	Retroposon/SVA
discard	CHS.22340.1	CHS.22340	chr17:43433267-43439616:-	5666	2	1	1.534478	1.534478	1e-31	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	1.11e-17	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	276	SINE|Alu:273	98.9	98.9	0	SINE/Alu
discard	CHS.47957.1	CHS.47957	chr6:159635275-159641761:-	1033	2	1	2.159706	2.159706	1e-30	EHH66749.1, hypothetical protein EGM_03798, partial [Macaca fascicularis]	1.00e-20	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	201	SINE|Alu:201	100.0	100.0	0	SINE/Alu
discard	CHS.20192.1	CHS.20192	chr16:68598501-68599891:-	1251	2	1	1.214733	1.214733	1e-48	EHH60270.1, hypothetical protein EGM_11598, partial [Macaca fascicularis]	3.95e-43	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	459	SINE|Alu:312	68.0	68.0	0	SINE/Alu
non-coding	CHS.49851.1	CHS.49851	chr7:6491830-6495696:+	3867	1	1983	2.20419295057993	16.499615	9e-46	EHH20863.1, hypothetical protein EGK_03802, partial [Macaca mulatta]	3.13e-33	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	336	SINE|Alu:303	90.2	90.2	0	SINE/Alu
discard	CHS.22570.1	CHS.22570	chr17:48708512-48710695:-	1278	2	6	2.33507633333333	5.210209	1e-23	CAF17222.1, unnamed protein product, partial [Homo sapiens]	-	-	-	-	216	SINE|Alu:216	100.0	100.0	0	SINE/Alu
discard	CHS.3875.1	CHS.3875	chr1:181067646-181071118:-	1125	2	8	1.096122375	1.738024	9e-23	EAW72525.1, hCG2042309, partial [Homo sapiens]	-	-	-	-	261	SINE|Alu:165	63.2	63.2	0	SINE/Alu
discard	CHS.29358.1	CHS.29358	chr2:44066336-44068281:-	1669	2	1	6.420812	6.420812	4e-43	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
discard	CHS.58080.1	CHS.58080	chrX:53502273-53505294:+	2982	2	3	1.30779766666667	2.082145	1e-43	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
discard	CHS.10863.1	CHS.10863	chr12:7977821-7980584:-	364	3	2	1.4354145	1.456322	4e-28	EHH64004.1, hypothetical protein EGM_17106, partial [Macaca fascicularis]	1.87e-20	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	360	SINE|Alu:237	65.8	65.8	0	SINE/Alu
discard	CHS.41901.1	CHS.41901	chr4:180943541-180944484:-	491	2	5	1.9873864	3.030445	2e-41	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	237	Retroposon|SVA:237	100.0	100.0	0	Retroposon/SVA
coding	CHS.42774.1	CHS.42774	chr5:49623051-49627087:-	1318	3	1	3.417128	3.417128	5e-30	EGV91149.1, hypothetical protein I79_026257 [Cricetulus griseus]	-	-	-	-	-	-	-	-	-	Satellite/centr
discard	CHS.4145.1	CHS.4145	chr1:201461166-201464146:-	2585	2	1	4.614317	4.614317	5e-18	CAE98832.1, unnamed protein product, partial [Homo sapiens]	-	-	-	-	327	SINE|Alu:180	55.0	55.0	0	SINE/Alu
discard	CHS.967.1	CHS.967	chr1:27852511-27855059:+	1301	2	8	1.452243	2.512558	6e-37	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	205	Retroposon|SVA:205	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.21366.1	CHS.21366	chr17:13306908-13318136:+	1502	2	89	2.22456004494382	5.091502	1e-23	BAE90042.1, unnamed protein product [Macaca fascicularis]	3.37e-16	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2	-	-	246	Simple_repeat:45,SINE|Alu:168	86.6	68.3	0	SINE/Alu;Simple_repeat
coding	CHS.35087.1	CHS.35087	chr22:11694652-11703419:+	5419	2	2	0.8596375	1.150459	0.0	XP_016885660.1, PREDICTED: DNA-directed RNA polymerase II subunit RPB1-like [Homo sapiens]	2.72e-16	sp|P14248|RPB1_PLAFD, DNA-directed RNA polymerase II subunit RPB1 OS=Plasmodium falciparum (isolate CDC / Honduras) GN=RPII PE=3 SV=1	4.61809e-10	-	-	-	-	-	-	Satellite/acro
discard	CHS.35378.2	CHS.35378	chr22:23853668-23856280:-	2579	2	5	1.8044336	2.64022	1e-83	AAK08107.1, FKSG62 [Homo sapiens]	-	-	-	-	375	Retroposon|SVA:375	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.27008.2	CHS.27008	chr19:45482583-45485099:+	2517	1	1468	1.97424806743869	15.406034	1e-32	EHH52072.1, hypothetical protein EGM_12441, partial [Macaca fascicularis]	3.63e-21	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1	-	-	222	SINE|Alu:222	100.0	100.0	0	SINE/Alu
non-coding	CHS.27008.1	CHS.27008	chr19:45478867-45483948:+	2934	2	1	33.588703	33.588703	-	-	-	-	-	-	-	-	-	-	-	SINE/Alu
non-coding	CHS.36542.1	CHS.36542	chr3:9648561-9649301:+	741	1	13	6.95316838461538	36.354107	3e-32	EHH60624.1, hypothetical protein EGM_12020, partial [Macaca fascicularis]	1.70e-28	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	327	SINE|Alu:271	82.9	82.9	0	SINE/Alu
discard	CHS.55679.1	CHS.55679	chr9:67624898-67632434:+	5903	2	2	2.690961	3.395317	2e-42	EHH20232.1, hypothetical protein EGK_03041, partial [Macaca mulatta]	2.40e-34	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	381	DNA|hAT-Charlie:82,SINE|Alu:299	100.0	78.5	0	SINE/Alu;DNA/hAT-Charlie
non-coding	CHS.26244.1	CHS.26244	chr19:22864584-22869473:+	4890	1	113	7.0122826460177	18.454533	2e-28	EHH24659.1, hypothetical protein EGK_08355, partial [Macaca mulatta]	6.40e-16	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	189	SINE|Alu:185	97.9	97.9	0	SINE/Alu
non-coding	CHS.54457.4	CHS.54457	chr8:127578497-127594011:+	4203	2	18	2.17710911111111	4.606337	8e-37	BAE91091.1, unnamed protein product [Macaca fascicularis]	5.07e-24	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2	-	-	438	SINE|Alu:260	59.4	59.4	0	SINE/Alu
discard	CHS.13019.2	CHS.13019	chr12:121597369-121601704:-	2697	2	5	2.040658	4.726133	3e-25	CAD69516.1, unnamed protein product [Homo sapiens]	7.32e-22	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	519	SINE|Alu:236,SINE|MIR:243	92.3	45.5	0	SINE/MIR;SINE/Alu
non-coding	CHS.2608.1	CHS.2608	chr1:114802171-114804333:-	1411	2	106	2.25535077358491	5.613275	4e-44	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.33347.6	CHS.33347	chr20:33696117-33700706:+	3434	2	48	2.22519391666667	3.937884	1e-47	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	237	Retroposon|SVA:237	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.33347.8	CHS.33347	chr20:33696229-33700708:+	3408	2	21	1.915965	3.087435	1e-47	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	237	Retroposon|SVA:237	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.33347.7	CHS.33347	chr20:33696117-33700706:+	3061	3	14	2.30334921428571	3.925866	1e-47	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	237	Retroposon|SVA:237	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.33347.9	CHS.33347	chr20:33696327-33700839:+	3024	3	18	1.76878433333333	3.603775	1e-47	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	237	Retroposon|SVA:237	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.33347.5	CHS.33347	chr20:33696042-33700719:+	3445	2	11	1.59298709090909	2.473561	1e-47	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	237	Retroposon|SVA:237	100.0	100.0	0	Retroposon/SVA
coding	CHS.30198.1	CHS.30198	chr2:95802768-95803187:+	305	2	1	1.465432	1.465432	1e-21	CAF16964.1, unnamed protein product, partial [Homo sapiens]	-	-	-	-	-	-	-	-	-	-
discard	CHS.38341.1	CHS.38341	chr3:129361090-129363172:+	1942	2	1	4.982426	4.982426	5e-31	EAW93653.1, hCG2038420, partial [Homo sapiens]	-	-	-	-	483	Retroposon|SVA:483	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.52196.2	CHS.52196	chr7:149739987-149742289:-	209	2	113	1.53390814159292	6.179446	2e-37	EAW91517.1, hCG1820395 [Homo sapiens]	6.19e-30	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2	-	-	-	-	-	-	-	SINE/Alu;LINE/L1
non-coding	CHS.52196.4	CHS.52196	chr7:149742058-149742598:-	433	2	42	1.03378723809524	1.879311	2e-37	EAW91517.1, hCG1820395 [Homo sapiens]	6.19e-30	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2	-	-	315	LINE|L1:34,SINE|Alu:281	100.0	89.2	10.8	SINE/Alu;LINE/L1
non-coding	CHS.52196.1	CHS.52196	chr7:149739893-149746440:-	4346	3	29	1.24997179310345	2.80642	4e-37	CAD69516.1, unnamed protein product [Homo sapiens]	7.04e-34	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	528	SINE|Alu:296	56.1	56.1	0	SINE/Alu;LINE/L1
non-coding	CHS.17930.1	CHS.17930	chr15:76325903-76327126:+	1224	1	1	48.859131	48.859131	5e-39	EHH57493.1, hypothetical protein EGM_07132, partial [Macaca fascicularis]	8.98e-36	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	438	SINE|Alu:409,DNA|hAT-Blackjack:18	97.5	93.4	0	SINE/Alu;DNA/hAT-Blackjack
discard	CHS.56851.1	CHS.56851	chr9:128289578-128298526:-	4087	2	1	1.571313	1.571313	4e-42	CAD69798.1, unnamed protein product [Homo sapiens]	-	-	-	-	492	SINE|Alu:482	98.0	98.0	0	SINE/Alu
discard	CHS.56045.2	CHS.56045	chr9:91363316-91404994:+	3845	2	1	1.644543	1.644543	8e-45	EAW56733.1, similar to zinc finger protein 569, isoform CRA_a [Homo sapiens]	7.12e-32	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1	-	-	288	SINE|Alu:277	96.2	96.2	0	SINE/Alu
non-coding	CHS.44747.1	CHS.44747	chr5:173045712-173047640:+	1929	1	33	7.45157736363636	87.064865	5e-28	XP_015307366.1, PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC102133690, partial [Macaca fascicularis]	-	-	-	-	549	SINE|Alu:279,DNA|hAT-Tip100:81,DNA|hAT-Charlie:90	82.0	50.8	0	SINE/Alu;DNA/hAT-Charlie;DNA/hAT-Tip100
discard	CHS.38122.1	CHS.38122	chr3:120138266-120140098:-	313	2	1	1.193764	1.193764	6e-27	EHH60591.1, hypothetical protein EGM_11981, partial [Macaca fascicularis]	4.01e-16	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2	-	-	189	SINE|Alu:186	98.4	98.4	0	SINE/Alu;DNA/TcMar-Tigger
non-coding	CHS.56355.1	CHS.56355	chr9:105020342-105065065:-	4278	2	49	1.30606957142857	3.166902	7e-40	AAG35515.1, PRO2550 [Homo sapiens]	1.67e-28	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2	-	-	363	SINE|Alu:300	82.6	82.6	0	SINE/Alu
non-coding	CHS.56355.2	CHS.56355	chr9:105021839-105065058:-	2778	2	14	1.01979864285714	2.144124	5e-19	XP_012307976.1, PREDICTED: zinc finger protein ENSP00000375192-like [Aotus nancymaae]	-	-	-	-	249	SINE|Alu:227	91.2	91.2	0	SINE/Alu
discard	CHS.26498.1	CHS.26498	chr19:35697726-35700690:+	1180	2	1	1.398564	1.398564	1e-36	CAE92091.1, unnamed protein product [Homo sapiens]	4.87e-26	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	285	SINE|Alu:278	97.5	97.5	0	SINE/Alu
discard	CHS.10867.1	CHS.10867	chr12:8030055-8032610:+	2384	2	1	1.267157	1.267157	4e-19	CAE92165.1, unnamed protein product [Homo sapiens]	-	-	-	-	354	SINE|MIR:37,SINE|Alu:218	72.0	61.6	0	SINE/Alu;SINE/MIR
discard	CHS.7995.1	CHS.7995	chr11:7096820-7099370:+	1574	2	1	1.566706	1.566706	1e-30	EHH18371.1, hypothetical protein EGK_14950, partial [Macaca mulatta]	7.91e-25	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2	-	-	273	SINE|Alu:258	94.5	94.5	0	SINE/Alu
discard	CHS.36279.4	CHS.36279	chr22:50632704-50640280:+	2654	2	1	3.701893	3.701893	2e-27	EAX05977.1, hCG2038848, partial [Homo sapiens]	-	-	-	-	231	SINE|Alu:231	100.0	100.0	0	SINE/Alu
discard	CHS.40133.1	CHS.40133	chr4:29938183-29957142:+	5429	2	1	3.319784	3.319784	1e-20	EHH15638.1, hypothetical protein EGK_01753, partial [Macaca mulatta]	1.20e-19	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	183	SINE|Alu:155	84.7	84.7	0	SINE/Alu
discard	CHS.54015.1	CHS.54015	chr8:97559775-97596334:-	394	4	1	1.677327	1.677327	3e-16	EHH31407.1, hypothetical protein EGK_12471, partial [Macaca mulatta]	-	-	-	-	186	SINE|Alu:119	64.0	64.0	0	SINE/Alu;LTR/ERVL
non-coding	CHS.49754.1	CHS.49754	chr7:2533446-2534145:-	700	1	26	12.3043987692308	41.591866	5e-44	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
